female,memberships,age,protestant,post_weights,region
0,0,0.9,0,1.7150029,230
1,1,-1.2,0,0.9298167,230
1,0,1.3,0,0.8223772,211
1,1,-1.4,0,0.95871544,211
0,1,2.1,0,0.4888197,211
1,0,-1.2,0,0.95871544,211
0,0,-0.7,0,1.0232526,211
1,2,-1.1,1,0.95871544,211
1,1,-0.8,1,0.85744464,211
1,4,1.7,1,1.0775198,211
1,2,0.7,1,0.8917895,230
1,2,0.7,0,0.56934863,230
0,1,1.5,0,0.53007823,230
0,0,0.6,0,0.57162875,230
1,2,1.3,0,0.56934863,230
1,3,1.6,1,0.85363024,230
1,2,1.5,0,0.85363024,230
1,1,0.8,1,1.1386973,230
1,5,0.1,1,1.4233426,230
1,2,-1.3,1,1.0396352,230
1,2,-0.4,1,0.8223772,211
0,0,-1.1,0,0.5299282,211
0,1,-0.9,1,1.0599647,211
0,1,-0.2,1,0.9615197,211
1,0,1.2,0,0.8223772,211
1,3,0.1,1,0.48409143,123
0,2,0,0,0.8865404,123
1,1,-0.2,0,0.75824827,123
0,3,0.8,0,1.9443187,123
0,1,0.5,0,0.9721593,123
0,1,-0.8,0,1.061727,123
0,1,-0.6,0,0.94345945,123
1,2,-1.5,0,0.8090836,123
1,2,0.8,0,0.75824827,123
1,2,2.2,0,0.7258032,123
0,3,-1.4,1,1.061727,123
1,2,1.3,0,0.75824827,123
0,2,0.8,0,0.6671498,123
1,1,0.8,0,1.176315,123
1,1,-1.5,0,1.1858313,123
0,1,-0.3,0,0.6671498,123
1,4,2.2,0,0.9934948,123
1,1,1.8,0,0.68810797,121
0,0,-0.5,0,0.8865404,121
1,1,1.1,0,0.48409143,123
1,0,1.8,0,0.7258032,123
1,1,-0.2,0,0.75824827,123
1,3,-0.2,0,0.37908545,123
1,1,2.2,1,0.34401888,123
0,1,-1,1,1.061727,122
1,0,1.2,0,0.24202101,122
1,1,-0.2,1,0.29404873,122
1,1,0.2,0,0.75824827,122
0,1,-0.9,1,1.061727,122
1,0,2.3,0,0.36286458,122
0,0,2,0,0.58228,122
0,1,0.4,1,0.6671498,122
0,0,-0.5,0,0.9721593,121
1,0,-1,0,0.7905811,122
0,0,0.7,0,1.9443187,122
1,1,-0.7,0,0.7905811,122
0,1,-0.8,1,0.9773086,122
1,1,-1.1,1,0.8090836,122
0,2,1.4,1,1.3297653,122
0,1,0.8,1,1.4581894,122
0,3,2.2,0,1.6793633,122
1,0,-1.3,0,0.7905811,121
0,2,0.3,0,0.8865404,121
0,0,1.9,0,0.58228,121
1,2,0.3,0,0.7261124,121
1,1,1.1,0,0.48409143,121
1,4,0.2,0,0.5881575,121
0,1,-0.1,0,0.6671498,121
1,5,0.1,0,0.75824827,121
1,0,2.3,0,0.9934948,121
1,0,2.5,0,0.7258032,121
0,0,2,0,0.58228,121
0,0,0.3,0,0.8865404,121
0,2,-0.3,0,0.8865404,121
0,2,2.5,0,1.1196135,121
1,1,-0.9,0,0.40450048,121
1,2,-0.3,0,0.5881575,121
1,2,2.2,0,0.68810797,121
1,0,0.3,0,0.5881575,121
1,3,-0.5,0,0.48409143,121
0,4,1.1,0,0.44322497,121
0,3,0.6,1,1.3297653,121
1,0,0.6,0,0.48409143,121
0,3,0.6,0,1.3342996,121
0,1,1.6,1,0.45070153,121
0,0,0.2,1,0.9721593,121
1,2,0.5,0,0.48409143,121
0,2,1.1,0,1.0006907,121
1,1,1.6,0,0.68810797,121
1,1,0.3,0,0.48409143,121
1,4,2.2,1,0.7258032,121
1,2,-0.8,0,0.8839548,121
0,1,0,0,0.6671498,121
0,0,1.8,0,1.4556702,121
0,3,-0.3,0,0.6671498,121
1,1,-0.1,0,0.75824827,123
1,0,-0.6,0,0.7905811,123
1,1,-0.6,1,0.8839548,123
1,1,-0.9,1,0.8839548,123
1,1,0,0,0.5881575,123
1,0,0,0,0.7261124,123
1,2,0.4,0,1.1373338,123
0,1,0.2,0,1.3342996,123
1,0,2.5,0,0.7258032,123
0,1,-1.2,0,0.48860443,123
1,3,-1.1,1,0.7905811,121
0,1,-0.8,1,1.5925363,121
0,4,1.5,1,0.87339026,121
0,0,-0.1,1,0.6671498,121
1,0,-1.4,1,0.7905811,121
1,3,-0.6,1,0.8090836,121
1,1,-0.1,1,0.48409143,121
0,4,-0.1,1,0.6671498,121
1,6,1.5,1,0.7258032,121
1,0,-1.4,1,0.7905811,121
1,0,2.5,0,0.7258032,121
1,4,-0.7,1,0.8090836,121
0,1,-0.4,1,1.4070117,131
0,0,0.2,0,1.4070117,131
0,1,2,0,0.7649744,113
1,2,1.7,1,0.9403935,113
1,2,0.5,0,0.51807207,113
0,1,0.8,0,1.992815,113
1,0,1.2,0,0.66157705,113
1,0,1.4,1,0.7006283,131
0,2,2.4,1,0.84273714,131
1,0,1.2,0,0.7006283,131
1,1,1.5,0,1.0504591,131
0,1,0.7,0,1.283095,131
1,0,-0.9,0,1.1442126,131
0,1,0.9,0,1.9311395,131
1,1,1.4,1,0.7006283,131
1,1,-0.6,1,1.0804371,111
0,1,1,0,2.657177,111
0,1,2.1,0,0.79576516,111
1,1,-0.1,0,0.7006283,132
1,2,0,1,0.8512437,132
1,2,-0.8,1,1.1442126,132
1,0,1.7,0,0.99190927,111
1,3,-0.2,0,0.66157705,111
1,0,-0.3,0,0.3307548,111
1,0,1.1,0,1.0362499,111
0,5,0.1,1,1.3285885,111
1,0,0.3,0,0.51807207,113
1,1,-0.6,0,1.208045,113
0,3,2,0,0.79576516,113
0,0,0.4,0,1.2115786,113
0,2,1.5,1,0.79576516,113
0,2,1.4,0,0.6642265,111
1,2,-1.5,1,0.5401634,111
1,0,2.3,1,0.49590403,111
1,1,0.1,1,0.99233186,111
1,1,0.6,0,0.66157705,111
1,0,0.8,0,0.99233186,111
1,1,2.3,0,0.49590403,111
1,1,-0.7,0,1.208045,111
0,1,-0.8,0,1.2893662,111
1,0,2.1,0,1.4878132,111
1,3,0.8,1,1.2056553,111
0,1,1.2,0,1.2115786,111
0,0,1.7,0,0.79576516,111
0,2,-0.5,0,0.6057275,113
0,3,1.6,0,0.3079412,113
1,1,1.3,0,1.2056553,113
0,3,1,0,0.6057275,113
0,5,-1.3,0,0.72542346,113
0,0,2.3,0,0.39784196,113
0,1,-0.6,0,0.6677447,113
0,1,2.4,0,0.6159452,113
1,0,0.3,0,0.80379754,113
0,3,-0.1,1,0.6057275,113
0,0,-0.8,0,1.3356258,113
1,2,2,0,0.6788039,113
1,0,1.8,0,0.49590403,113
1,1,-0.3,0,0.80379754,113
1,0,1,0,0.66157705,113
1,1,-0.1,1,1.5543219,113
0,1,-1.4,0,1.450995,113
0,1,2.4,0,1.1936071,113
1,1,-0.4,0,1.0362499,113
1,1,0,0,1.5543219,113
0,0,0.5,0,0.45582914,113
1,1,1.9,0,0.99190927,113
1,1,2.5,1,1.0504591,131
0,4,-1.3,1,1.450995,113
1,2,0.9,0,2.5905719,113
1,2,1.6,0,0.9934948,121
0,2,-0.8,0,1.450995,113
1,0,2.3,1,0.99190927,113
1,0,2.1,1,0.99190927,112
1,0,1.2,0,0.66157705,112
0,1,-0.7,0,1.3356258,112
1,4,2.2,1,1.3577464,111
1,3,0.5,0,0.99233186,112
0,1,0,0,0.9117514,113
0,1,1.2,0,0.6642265,113
0,0,2.1,0,0.6159452,113
1,0,1.4,0,1.0362499,113
0,5,0,0,0.9117514,113
1,2,-0.2,0,0.80379754,113
